parameter_A,parameter_B,channels,n_channels,source,evidence_tier_A,evidence_tier_B
MEASURE_ET_DC_RD_K,SIN_ET_lkg_SY07_10,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_TR_1F,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_Probe_Number,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vt_gd,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vp_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vg_optt1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vg_max_Vd_0p1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_lkg_SY8_80,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vg_gm_max,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vdg_max_0p1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vbin_gs,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vbin_gd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vbgs_0p01,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Vbgd_0p1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Idss,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Ids_m0p2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_ET_DC_RF_Gm_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_RGAN2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vg_optt1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vg_max_Vd_0p1mA,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vdg_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Imax,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Id_gm_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_Ran_con_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_DC_RF_Gm_max,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_C20_0,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_C200_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_C100,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TFRP_ET_Rsh_TFR2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TFRP_ET_Rc_TF_AB_2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_lkg_SY8_80,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_lkg_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,SIN_GATE_ET_Rc_an_ct2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_C_AN_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_sh_GA142,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
OHMIC_ET_lkg_5,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
OHMIC_ET_Rsh_an_ct2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_100_at20V,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_100,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_10,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Vbpin,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Vbkdn_Cap100_Long,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Vbkdn_Cap100,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_VIA_KLV,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_50,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_USV_Cappf_0,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rcat_cn_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rcat_cn_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rcat_cn_1_OW_ST,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rc_f_tn_23,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rc_an_ct2_OW_CR,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Rc_an_ct2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_Rc_OG144,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_USV_Cappf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_50_at20V,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_70,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_70_at20V,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_Rc_an_ct2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_Rc_OG142,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
OHMIC_ET_Ran_con_3,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_Ran_con_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_R314,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
OHMIC_ET_R114,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,OHMIC_ET_OHMC,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MaskSetSupplyChipsCount,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MESA_ET_Vbkd,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_USV_Cap,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_PAD_10,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_Cap_USV,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_CapPARCAP,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_CapFICBRGM,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_Cap1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_lkg_C385pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_C300pf,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_C300,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vg_optt2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vg_optt3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_Vp_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_n_gd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vg_gm_max,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vboff,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vbgs1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vbgd1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Imax,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Idss,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Drain_Lag_0,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap_USV,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap_C300,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_CapUSV_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_CapPARCAP_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_CapPARCAP,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_CapFICM1_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Ids0_QP3,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vg_optt,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_RF_Vp_01,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_Vt_gd,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_R_f_hr_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_R_f_hr_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_R514,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_R414,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_R114,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_OHMC,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Load_Pull_P.A.E_Last,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Load_Pull_Id_ini,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_KLV_F_AB_4u,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_I_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Gm_max,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Gm_m2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Gate_res,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_SMALL_Vdg_max,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_SMALL_Vbgs1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_SMALL_Vbgd_0p1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_SMALL_Vbgd1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_DC_RF_n_gs,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_CapFICBRGM,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Cap3pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Rcat_cn_1_OW_ST,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rcat_cn_1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rc_f_hr_23,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rc_cat_ct2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Rc_an_ct2_OW_CR,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rc_TF_AB_2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Rc_OG142,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Ran_con_3_OW_CR,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Rcat_cn_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Ran_con_2_OW_CR,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Ran_con_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_R_f_hr_3,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_R_f_hr_1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_R_4000_HOR,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_R314,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_KLV_F_AB_4u,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_HIRS,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_DC_RF_n_gs,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Ran_con_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_Rsh_an_ct2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rsh_cat_c2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TANR,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap2pf,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Cap1pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C300pf,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_C300,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_C100CapUSV,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_C100CapPARCAP,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_C100CapFICM1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C100Cap2pf,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_C100Cap1pf,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_sh_f_hr_23,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_lkg_PAD_10,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_lkg_C200,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_lkg_5,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_lkg_100_at20V,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_lkg_10,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_i5021_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_i5021_1,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,THIN_ET_TF_AB_2,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TF_AB_1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,TOPSIN_ET_Cap3pf_0,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RD_K,MEASURE_ET_R_f_hr_3,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RGAN2,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RGAN1,MEASURE_ET_DC_RD_K,A_high_x_high,1,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
