raw_csv_parameter_name,spline_evidence_label,spline_relationship_class,spline_nonlinear_advantage,v2_univariate_evidence_label,v2_univariate_shape,shap_percentile,gain_percentile,permutation_percentile,method_agreement,v3_broadscreen_best_rank,v3_confirmed_strong_count,v3_confirmed_moderate_count,v3_confirmed_best_incremental_r2,v3_tree_path_cooccurrence,cross_stage_best_evidence_label,n_independent_methods_supporting,is_marginal_evidence,is_nonlinear_evidence,is_conditional_evidence,is_interaction_related_evidence,is_cross_stage_evidence,evidence_tier
FIC_ET_DC_RF_Vbgs1,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,94.88,92.35,94.53,high_agreement,184.0,0,0,,False,STRONG,4,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vbin_gd,WEAK,PROCESS_WINDOW,False,MODERATE,complex_nonmonotonic,59.51,70.04,58.32,moderate_agreement,,0,0,,False,STRONG,2,True,True,False,False,True,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vbin_gs,INCONCLUSIVE,FLAT,True,MODERATE,monotonic,72.56,82.32,82.11,high_agreement,,0,0,,False,STRONG,2,True,True,False,False,True,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vboff,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,36.14,42.6,49.19,high_agreement,,0,0,,False,WEAK,1,True,True,False,False,False,LOW_EVIDENCE
FIC_ET_DC_RF_Vdg_max,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,flat,78.74,78.95,65.33,moderate_agreement,,0,0,,False,STRONG,1,False,False,False,False,True,LOW_EVIDENCE
FIC_ET_DC_RF_Vdg_max_0p1,WEAK,U_SHAPED,True,INCONCLUSIVE,U_shape,51.3,51.93,56.14,high_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
FIC_ET_DC_RF_Vdg_max_0p1mA,INCONCLUSIVE,FLAT,True,MODERATE,threshold,10.32,10.32,31.16,moderate_agreement,79.0,0,0,,False,MODERATE,3,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vds_max,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,30.81,27.51,46.46,moderate_agreement,214.0,0,0,,False,MODERATE,3,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vds_max_0p1,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,85.4,84.91,88.42,high_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vds_max_0p1mA,INCONCLUSIVE,FLAT,False,WEAK,monotonic,36.63,40.49,4.0,low_agreement,,0,0,,False,MODERATE,1,False,False,False,False,True,LOW_EVIDENCE
FIC_ET_DC_RF_Vg_gm_max,WEAK,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,13.33,14.6,15.09,high_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vg_max_Vd,WEAK,SATURATION,False,STRONG,complex_nonmonotonic,91.65,94.95,94.81,high_agreement,253.0,0,0,,False,MODERATE,5,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vg_max_Vd_0p1,INCONCLUSIVE,FLAT,False,WEAK,monotonic,49.54,41.68,41.61,high_agreement,,0,0,,False,INCONCLUSIVE,0,False,False,False,False,False,UNSUPPORTED
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,MODERATE,U_SHAPED,False,MODERATE,complex_nonmonotonic,67.86,61.68,74.53,moderate_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vg_optt,MODERATE,SATURATION,True,MODERATE,threshold,76.63,75.02,86.04,moderate_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vg_optt1,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,13.4,17.47,17.82,high_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vg_optt2,INCONCLUSIVE,FLAT,False,WEAK,threshold,10.32,10.32,31.16,moderate_agreement,,0,0,,False,MODERATE,1,False,True,False,False,True,LOW_EVIDENCE
FIC_ET_DC_RF_Vg_optt3,INCONCLUSIVE,FLAT,False,WEAK,threshold,28.56,17.82,47.37,moderate_agreement,,0,0,,False,STRONG,1,False,True,False,False,True,LOW_EVIDENCE
FIC_ET_DC_RF_Vp_01,INCONCLUSIVE,FLAT,False,MODERATE,complex_nonmonotonic,56.0,59.86,57.47,high_agreement,152.0,0,0,,False,MODERATE,3,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vp_1,WEAK,COMPLEX_NONLINEAR,True,MODERATE,threshold,33.96,35.58,7.51,moderate_agreement,121.0,0,0,,False,MODERATE,3,True,True,False,True,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vt_gd,STRONG,THRESHOLD,True,STRONG,threshold,64.07,63.93,56.28,high_agreement,,0,0,,False,STRONG,3,True,True,False,False,True,HIGH_EVIDENCE
FIC_ET_DC_RF_Vt_gs,STRONG,THRESHOLD,False,INCONCLUSIVE,U_shape,42.74,52.84,47.16,high_agreement,,0,0,,False,MODERATE,2,True,True,False,False,True,MEDIUM_EVIDENCE
FMESA_ET_Probe_Number,INCONCLUSIVE,FLAT,False,WEAK,monotonic,62.88,65.05,41.82,moderate_agreement,,0,0,,False,no_evidence,0,False,False,False,False,False,UNSUPPORTED
FMESA_ET_Vbkd,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,61.05,65.26,68.84,high_agreement,,0,0,,False,STRONG,2,True,True,False,False,True,MEDIUM_EVIDENCE
MEASURE_ET_ABVIETCH,STRONG,THRESHOLD,True,MODERATE,monotonic,99.65,99.51,99.51,high_agreement,,6,1,0.1132,True,no_evidence,6,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C_AN_2,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,flat,19.37,25.75,33.05,high_agreement,,0,0,,False,no_evidence,0,False,False,False,False,False,UNSUPPORTED
MEASURE_ET_C_AN_2_OW_CR,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,81.61,77.19,78.39,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C_CAT_2,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,91.93,92.56,90.39,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_C_CAT_2_OW_ST,MODERATE,THRESHOLD,False,MODERATE,threshold,66.04,56.28,0.28,low_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_C100,STRONG,THRESHOLD,True,MODERATE,complex_nonmonotonic,57.68,59.37,60.0,high_agreement,277.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_C100C175pf,STRONG,SATURATION,True,MODERATE,complex_nonmonotonic,45.05,53.61,52.21,high_agreement,80.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_C100C300pf,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,78.32,75.65,75.65,high_agreement,12.0,1,0,0.1953,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C100C385pf,INCONCLUSIVE,FLAT,False,MODERATE,threshold,28.84,28.35,45.47,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C100C500pf,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,13.89,10.88,35.79,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_C100Cap1pf,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,62.18,70.6,70.74,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C100Cap2pf,STRONG,PROCESS_WINDOW,True,WEAK,complex_nonmonotonic,71.44,80.98,80.7,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C100Cap3pf,STRONG,PROCESS_WINDOW,True,INCONCLUSIVE,inverted_U,10.32,10.32,31.16,moderate_agreement,297.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_C100CapFICBRGM,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,85.05,93.61,89.4,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_C100CapFICM1,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,inverted_U,25.54,26.67,6.11,moderate_agreement,82.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_C100CapM1BRGM,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,10.95,12.21,35.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C100CapPARCAP,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,94.18,96.21,95.93,high_agreement,16.0,2,0,0.0893,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C100CapUSV,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,51.58,67.51,65.75,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_C100USV_Cappf,INCONCLUSIVE,FLAT,True,MODERATE,complex_nonmonotonic,65.33,75.16,74.25,high_agreement,2.0,1,0,0.2584,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C175pf,WEAK,U_SHAPED,False,MODERATE,monotonic,55.93,34.67,0.07,low_agreement,,0,0,,False,no_evidence,1,True,False,False,False,False,LOW_EVIDENCE
MEASURE_ET_C175pf_0,INCONCLUSIVE,FLAT,False,MODERATE,threshold,36.07,24.14,3.65,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C20,MODERATE,U_SHAPED,False,INCONCLUSIVE,U_shape,45.61,46.25,49.82,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C20_0,STRONG,PROCESS_WINDOW,True,INCONCLUSIVE,complex_nonmonotonic,89.05,93.54,94.95,high_agreement,226.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_C200,STRONG,THRESHOLD,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C200_0,WEAK,THRESHOLD,True,STRONG,complex_nonmonotonic,98.74,99.44,99.16,high_agreement,139.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_C300,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,95.72,97.96,96.98,high_agreement,78.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_C300_0,MODERATE,SATURATION,True,WEAK,threshold,88.49,80.7,85.4,high_agreement,162.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_C300FB,WEAK,PROCESS_WINDOW,False,INCONCLUSIVE,complex_nonmonotonic,33.33,28.14,39.16,high_agreement,51.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_C300FB_0,STRONG,PROCESS_WINDOW,True,WEAK,complex_nonmonotonic,77.47,79.3,80.98,high_agreement,37.0,2,0,0.2254,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C300FM1,STRONG,SATURATION,True,MODERATE,threshold,86.81,93.12,91.65,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_C300FM1_0,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,75.93,81.54,80.56,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C300M1B,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,20.14,17.68,9.54,high_agreement,141.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_C300M1B_0,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,81.82,82.88,76.91,high_agreement,79.0,1,0,0.1381,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C300pf,INCONCLUSIVE,FLAT,True,INCONCLUSIVE,complex_nonmonotonic,64.63,65.47,70.11,high_agreement,23.0,2,0,0.252,False,no_evidence,2,False,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_C300pf_0,MODERATE,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,80.28,86.74,86.18,high_agreement,226.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_C385pf,STRONG,SATURATION,False,WEAK,threshold,92.63,85.89,93.96,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_C385pf_0,MODERATE,SATURATION,False,MODERATE,monotonic,67.37,77.68,77.12,moderate_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_C500pf,STRONG,COMPLEX_NONLINEAR,False,INCONCLUSIVE,complex_nonmonotonic,66.39,71.3,71.09,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_C500pf_0,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,13.96,13.47,35.23,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_Cap_C300,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,77.61,77.54,78.6,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Cap_C300FB,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,67.51,74.88,61.33,moderate_agreement,123.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_Cap_C300FM1,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,20.0,12.77,20.56,high_agreement,108.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_Cap_C300M1B,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,50.67,48.35,60.98,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Cap_USV,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,inverted_U,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_Cap1pf,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,77.33,74.81,71.3,high_agreement,276.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_Cap1pf_0,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,75.86,75.72,82.39,high_agreement,213.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_Cap20,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,52.35,58.6,51.44,high_agreement,116.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_Cap2pf,WEAK,PROCESS_WINDOW,False,STRONG,threshold,40.14,52.49,61.19,moderate_agreement,27.0,1,0,0.2383,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_Cap2pf_0,STRONG,SATURATION,False,MODERATE,complex_nonmonotonic,82.11,81.33,77.89,high_agreement,182.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_Cap3pf,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,54.95,65.54,64.07,moderate_agreement,81.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_Cap3pf_0,MODERATE,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,96.49,94.88,96.14,high_agreement,183.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_CapFICBRGM,MODERATE,COMPLEX_NONLINEAR,True,STRONG,threshold,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_CapFICBRGM_0,MODERATE,THRESHOLD,True,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_CapFICM1,STRONG,THRESHOLD,True,INCONCLUSIVE,inverted_U,13.61,10.74,36.7,moderate_agreement,170.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_CapFICM1_0,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,69.82,67.16,66.04,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_CapM1BRGM,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_CapM1BRGM_0,WEAK,COMPLEX_NONLINEAR,False,INCONCLUSIVE,U_shape,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_CapPARCAP,MODERATE,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,64.42,67.72,59.58,high_agreement,29.0,1,1,0.0442,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_CapPARCAP_0,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,98.95,98.81,98.74,high_agreement,129.0,1,0,0.121,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_CapUSV,WEAK,PROCESS_WINDOW,True,WEAK,complex_nonmonotonic,76.42,72.7,75.51,high_agreement,77.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_CapUSV_0,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Er,MODERATE,SATURATION,True,STRONG,threshold,59.3,63.37,68.21,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_F_AB,INCONCLUSIVE,FLAT,False,MODERATE,threshold,35.51,36.56,45.54,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_G_per_6K,INCONCLUSIVE,FLAT,False,MODERATE,threshold,56.7,58.18,58.6,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_G2_per_6K,INCONCLUSIVE,FLAT,False,MODERATE,threshold,55.79,41.12,54.32,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Gate_res,STRONG,THRESHOLD,False,INCONCLUSIVE,U_shape,57.96,53.75,5.19,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Gm_m2,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,11.37,13.12,33.19,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Gm_max,WEAK,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_HIRS,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,95.65,90.04,95.37,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_I_5,STRONG,THRESHOLD,True,INCONCLUSIVE,U_shape,60.14,62.39,61.26,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_i5021_1,STRONG,THRESHOLD,False,WEAK,complex_nonmonotonic,47.86,56.42,63.02,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_i5021_2,INCONCLUSIVE,FLAT,False,MODERATE,threshold,12.14,13.96,15.58,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_i5021_3,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,82.25,88.63,87.72,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Ids_m2,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,26.18,30.11,38.46,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_KLV_F_AB_4u,MODERATE,SATURATION,True,MODERATE,monotonic,17.33,20.21,36.84,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_10,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,16.98,21.75,12.0,high_agreement,43.0,1,0,0.1945,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_100,STRONG,THRESHOLD,False,MODERATE,complex_nonmonotonic,16.56,17.19,14.95,high_agreement,38.0,1,0,0.1536,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_100_at20V,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,13.75,15.79,33.82,moderate_agreement,16.0,1,0,0.1498,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_5,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,23.93,24.56,45.12,moderate_agreement,6.0,1,0,0.1442,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_50,STRONG,SATURATION,True,STRONG,complex_nonmonotonic,72.77,76.77,72.42,high_agreement,33.0,1,0,0.1847,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_50_at20V,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,100.0,100.0,100.0,high_agreement,63.0,7,1,0.1032,True,no_evidence,6,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_70,STRONG,SATURATION,True,MODERATE,complex_nonmonotonic,62.81,77.12,73.4,moderate_agreement,13.0,1,0,0.1475,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_70_at20V,STRONG,SATURATION,True,MODERATE,monotonic,10.32,10.32,31.16,moderate_agreement,49.0,1,0,0.1412,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_C175pf,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,72.98,86.81,72.07,moderate_agreement,243.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C20,MODERATE,THRESHOLD,True,MODERATE,monotonic,49.19,50.32,45.75,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C200,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,36.42,48.42,60.14,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_lkg_C300,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,82.53,88.56,76.42,moderate_agreement,18.0,1,0,0.182,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_C300FB,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,18.53,25.19,42.11,moderate_agreement,97.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FM1,WEAK,THRESHOLD,True,INCONCLUSIVE,inverted_U,10.32,10.32,31.16,moderate_agreement,264.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_lkg_C300M1B,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,34.81,28.91,17.26,moderate_agreement,66.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300pf,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,9.0,1,0,0.1913,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_C385pf,STRONG,MONOTONIC_NEGATIVE,True,MODERATE,threshold,20.77,19.86,43.02,moderate_agreement,100.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_C500pf,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,85.47,83.72,83.16,high_agreement,154.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_lkg_Cap_USV,STRONG,THRESHOLD,True,MODERATE,complex_nonmonotonic,70.04,75.3,57.54,moderate_agreement,25.0,1,1,0.2011,False,no_evidence,4,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_Cap1,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,17.0,1,0,0.1266,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_Cap2,STRONG,THRESHOLD,True,WEAK,complex_nonmonotonic,65.68,82.67,80.49,moderate_agreement,104.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap3,STRONG,THRESHOLD,False,WEAK,complex_nonmonotonic,22.53,14.88,35.37,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_lkg_CapFICBRGM,MODERATE,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,93.89,87.86,92.35,high_agreement,243.0,0,0,,False,no_evidence,4,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_lkg_CapFICM1,MODERATE,U_SHAPED,True,INCONCLUSIVE,inverted_U,64.28,68.07,54.04,moderate_agreement,50.0,1,0,0.1283,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
